,Cluster_0,Cluster_1
17958,WMC380120_GSM3496453_AB4365_PB,
17959,W703868_GSM3496338_AB2543_Tumo,
17960,W844087_GSM3496362_AB2917_Tumo,
17961,WMC291136_GSM3496425_AB4133_Tu,
17962,W542389_GSM3496291_AB2095_Tumo,
17963,WMC626112_GSM3496463_AB5015_Tu,
17964,W687684_GSM3496315_AB2501_Tumo,
17965,WMC0034949_GSM3496370_AB3086_T,
17966,W707724_GSM3496340_AB2553_Tumo,
17967,WMC135452_GSM3496393_AB3719_Tu,
17968,WMC219554_GSM3496399_AB3939_Tu,
17969,WMC286528_GSM3496413_AB4121_Tu,
17970,W841020_GSM3496354_AB2909_Tumo,
17971,W685472_GSM3496310_AB2496_Tumo,
17972,W839373_GSM3496349_AB2904_Tumo,
17973,WMC295056_GSM3496435_AB4143_Tu,
17974,W692632_GSM3496328_AB2514_Tumo,
17975,W706155_GSM3496339_AB2549_Tumo,
17976,WMC625728_GSM3496462_AB5014_Tu,
17977,W839330_GSM3496349_AB2904_Tumo,
17978,WMC250987_GSM3496409_AB4029_Tu,
17979,W839677_GSM3496350_AB2905_Tumo,
17980,W688617_GSM3496318_AB2504_Tumo,
17981,W688665_GSM3496318_AB2504_Tumo,
17982,W844733_GSM3496363_AB2918_Tumo,
17983,WMC250930_GSM3496409_AB4029_Tu,
17984,W843706_GSM3496361_AB2916_Tumo,
17985,W547029_GSM3496303_AB2107_Tumo,
17986,W693405_GSM3496330_AB2516_Tumo,
17987,WMC694836_GSM3496472_AB5194_Tu,
17988,W685725_GSM3496310_AB2496_Tumo,
17989,W703830_GSM3496338_AB2543_Tumo,
17990,WMC627695_GSM3496467_AB5019_Tu,
17991,W841505_GSM3496355_AB2910_Tumo,
17992,WMC624844_GSM3496459_AB5011_Tu,
17993,WMC808748_GSM3496484_AB5490_PB,
17994,WMC378867_GSM3496450_AB4362_PB,
17995,W545270_GSM3496298_AB2102_Tumo,
17996,WMC288064_GSM3496417_AB4125_Tu,
17997,WMC0108972_GSM3496386_AB3279_T,
17998,WMC380858_GSM3496455_AB4367_PB,
17999,WMC292888_GSM3496430_AB4138_Tu,
18000,W838756_GSM3496348_AB2903_Tumo,
18001,W688301_GSM3496317_AB2503_Tumo,
18002,W839419_GSM3496349_AB2904_Tumo,
18003,WMC0037121_GSM3496376_AB3092_T,
18004,W685914_GSM3496311_AB2497_Tumo,
18005,WMC137936_GSM3496394_AB3725_Tu,
18006,W685325_GSM3496309_AB2495_Tumo,
18007,WMC291920_GSM3496427_AB4135_Tu,
18008,W462228_GSM3496285_AB1889_Tumo,
18009,W705902_GSM3496339_AB2549_Tumo,
18010,W545488_GSM3496299_AB2103_Tumo,
18011,WMC0035845_GSM3496373_AB3089_T,
18012,W543638_GSM3496294_AB2098_Tumo,
18013,WMC626962_GSM3496465_AB5017_Tu,
18014,WMC293044_GSM3496430_AB4138_Tu,
18015,W692388_GSM3496328_AB2514_Tumo,
18016,WMC287354_GSM3496415_AB4123_Tu,
18017,WMC627719_GSM3496467_AB5019_Tu,
18018,WMC135508_GSM3496393_AB3719_Tu,
18019,W839823_GSM3496350_AB2905_Tumo,
18020,W843577_GSM3496360_AB2915_Tumo,
18021,W713938_GSM3496341_AB2570_Tumo,
18022,W691067_GSM3496324_AB2510_Tumo,
18023,WMC696554_GSM3496476_AB5198_Tu,
18024,W844316_GSM3496362_AB2917_Tumo,
18025,W543796_GSM3496295_AB2099_Tumo,
18026,WMC288821_GSM3496419_AB4127_Tu,
18027,WMC292508_GSM3496429_AB4137_Tu,
18028,W841248_GSM3496354_AB2909_Tumo,
18029,W685676_GSM3496310_AB2496_Tumo,
18030,W683579_GSM3496305_AB2491_Tumo,
18031,WMC0107777_GSM3496383_AB3276_T,
18032,WMC696439_GSM3496476_AB5198_Tu,
18033,WMC289022_GSM3496420_AB4128_Tu,
18034,W685698_GSM3496310_AB2496_Tumo,
18035,WMC0037992_GSM3496378_AB3094_T,
18036,WMC0037252_GSM3496376_AB3092_T,
18037,WMC379163_GSM3496450_AB4362_PB,
18038,W844372_GSM3496362_AB2917_Tumo,
18039,W693356_GSM3496330_AB2516_Tumo,
18040,W694141_GSM3496332_AB2518_Tumo,
18041,WMC250978_GSM3496409_AB4029_Tu,
18042,WMC135660_GSM3496393_AB3719_Tu,
18043,WMC0035161_GSM3496371_AB3087_T,
18044,W684396_GSM3496307_AB2493_Tumo,
18045,W694505_GSM3496333_AB2519_Tumo,
18046,WMC0032107_GSM3496369_AB3079_T,
18047,WMC135574_GSM3496393_AB3719_Tu,
18048,W691899_GSM3496326_AB2512_Tumo,
18049,W703077_GSM3496336_AB2541_Tumo,
18050,WMC218872_GSM3496397_AB3937_Tu,
18051,WMC294565_GSM3496434_AB4142_Tu,
18052,WMC250602_GSM3496408_AB4028_Tu,
18053,WMC379836_GSM3496452_AB4364_PB,
18054,WMC222234_GSM3496406_AB3946_Tu,
18055,W544126_GSM3496295_AB2099_Tumo,
18056,W684576_GSM3496307_AB2493_Tumo,
18057,WMC0036466_GSM3496374_AB3090_T,
18058,WMC287159_GSM3496415_AB4123_Tu,
18059,WMC624652_GSM3496459_AB5011_Tu,
18060,WMC292410_GSM3496429_AB4137_Tu,
18061,W691273_GSM3496325_AB2511_Tumo,
18062,WMC810025_GSM3496488_AB5494_PB,
18063,W693175_GSM3496330_AB2516_Tumo,
18064,W705919_GSM3496339_AB2549_Tumo,
18065,W689350_GSM3496320_AB2506_Tumo,
18066,WMC288365_GSM3496418_AB4126_Tu,
18067,W691406_GSM3496325_AB2511_Tumo,
18068,W840193_GSM3496351_AB2906_Tumo,
18069,WMC250576_GSM3496408_AB4028_Tu,
18070,WMC0032205_GSM3496369_AB3079_T,
18071,W688213_GSM3496317_AB2503_Tumo,
18072,W845139_GSM3496364_AB2919_Tumo,
18073,WMC0107271_GSM3496382_AB3275_T,
18074,W839717_GSM3496350_AB2905_Tumo,
18075,WMC696984_GSM3496477_AB5199_Tu,
18076,W838361_GSM3496347_AB2902_Tumo,
18077,WMC287071_GSM3496415_AB4123_Tu,
18078,WMC379197_GSM3496451_AB4363_PB,
18079,W687290_GSM3496314_AB2500_Tumo,
18080,WMC288623_GSM3496419_AB4127_Tu,
18081,WMC626791_GSM3496464_AB5016_Tu,
18082,WMC219488_GSM3496399_AB3939_Tu,
18083,W689343_GSM3496320_AB2506_Tumo,
18084,W686865_GSM3496313_AB2499_Tumo,
18085,W839700_GSM3496350_AB2905_Tumo,
18086,WMC0035425_GSM3496371_AB3087_T,
18087,WMC0107803_GSM3496383_AB3276_T,
18088,WMC784229_GSM3496480_AB5426_PB,
18089,WMC220743_GSM3496402_AB3942_Tu,
18090,WMC810257_GSM3496488_AB5494_PB,
18091,WMC290413_GSM3496423_AB4131_Tu,
18092,W684327_GSM3496307_AB2493_Tumo,
18093,WMC293365_GSM3496431_AB4139_Tu,
18094,WMC330943_GSM3496444_AB4237_Tu,
18095,WMC137685_GSM3496394_AB3725_Tu,
18096,WMC810398_GSM3496488_AB5494_PB,
18097,W687588_GSM3496315_AB2501_Tumo,
18098,WMC137853_GSM3496394_AB3725_Tu,
18099,W841081_GSM3496354_AB2909_Tumo,
18100,WMC0035168_GSM3496371_AB3087_T,
18101,WMC808550_GSM3496484_AB5490_PB,
18102,W687673_GSM3496315_AB2501_Tumo,
18103,WMC624512_GSM3496458_AB5010_Tu,
18104,W690541_GSM3496323_AB2509_Tumo,
18105,WMC290144_GSM3496423_AB4131_Tu,
18106,W693261_GSM3496330_AB2516_Tumo,
18107,WMC810106_GSM3496488_AB5494_PB,
18108,W703452_GSM3496337_AB2542_Tumo,
18109,WMC696765_GSM3496477_AB5199_Tu,
18110,WMC293886_GSM3496432_AB4140_Tu,
18111,W839577_GSM3496350_AB2905_Tumo,
18112,W686532_GSM3496312_AB2498_Tumo,
18113,WMC250327_GSM3496407_AB4027_Tu,
18114,WMC0032307_GSM3496369_AB3079_T,
18115,W707636_GSM3496340_AB2553_Tumo,
18116,W838530_GSM3496347_AB2902_Tumo,
18117,W705978_GSM3496339_AB2549_Tumo,
18118,WMC219358_GSM3496398_AB3938_Tu,
18119,WMC135591_GSM3496393_AB3719_Tu,
18120,W689849_GSM3496321_AB2507_Tumo,
18121,WMC135610_GSM3496393_AB3719_Tu,
18122,W689597_GSM3496320_AB2506_Tumo,
18123,W713898_GSM3496341_AB2570_Tumo,
18124,WMC379753_GSM3496452_AB4364_PB,
18125,WMC694024_GSM3496469_AB5191_Tu,
18126,WMC626434_GSM3496463_AB5015_Tu,
18127,WMC0036881_GSM3496375_AB3091_T,
18128,WMC294433_GSM3496434_AB4142_Tu,
18129,WMC251524_GSM3496410_AB4030_Tu,
18130,W689497_GSM3496320_AB2506_Tumo,
18131,W543848_GSM3496295_AB2099_Tumo,
18132,WMC626035_GSM3496462_AB5014_Tu,
18133,W706102_GSM3496339_AB2549_Tumo,
18134,WMC0036674_GSM3496375_AB3091_T,
18135,WMC135252_GSM3496392_AB3718_Tu,
18136,WMC294246_GSM3496433_AB4141_Tu,
18137,W687662_GSM3496315_AB2501_Tumo,
18138,WMC286928_GSM3496414_AB4122_Tu,
18139,WMC219199_GSM3496398_AB3938_Tu,
18140,WMC250227_GSM3496407_AB4027_Tu,
18141,WMC627543_GSM3496466_AB5018_Tu,
18142,W689902_GSM3496321_AB2507_Tumo,
18143,W702910_GSM3496336_AB2541_Tumo,
18144,WMC624903_GSM3496459_AB5011_Tu,
18145,W842943_GSM3496359_AB2914_Tumo,
18146,WMC250273_GSM3496407_AB4027_Tu,
18147,WMC381034_GSM3496455_AB4367_PB,
18148,WMC330143_GSM3496442_AB4235_Tu,
18149,WMC292419_GSM3496429_AB4137_Tu,
18150,W544592_GSM3496297_AB2101_Tumo,
18151,WMC0038132_GSM3496379_AB3095_T,
18152,WMC290547_GSM3496424_AB4132_Tu,
18153,WMC0036099_GSM3496373_AB3089_T,
18154,W685262_GSM3496309_AB2495_Tumo,
18155,WMC380807_GSM3496455_AB4367_PB,
18156,WMC292605_GSM3496429_AB4137_Tu,
18157,W684201_GSM3496306_AB2492_Tumo,
18158,WMC696001_GSM3496475_AB5197_Tu,
18159,W688887_GSM3496318_AB2504_Tumo,
18160,W839631_GSM3496350_AB2905_Tumo,
18161,WMC287717_GSM3496416_AB4124_Tu,
18162,W687082_GSM3496314_AB2500_Tumo,
18163,W684712_GSM3496308_AB2494_Tumo,
18164,W545872_GSM3496300_AB2104_Tumo,
18165,W462263_GSM3496285_AB1889_Tumo,
18166,W844304_GSM3496362_AB2917_Tumo,
18167,WMC0107374_GSM3496382_AB3275_T,
18168,WMC0036148_GSM3496373_AB3089_T,
18169,WMC0110107_GSM3496389_AB3282_T,
18170,WMC288334_GSM3496418_AB4126_Tu,
18171,WMC289902_GSM3496422_AB4130_Tu,
18172,WMC0035317_GSM3496371_AB3087_T,
18173,W693096_GSM3496329_AB2515_Tumo,
18174,W685631_GSM3496310_AB2496_Tumo,
18175,W544757_GSM3496297_AB2101_Tumo,
18176,WMC0034684_GSM3496370_AB3086_T,
18177,WMC250237_GSM3496407_AB4027_Tu,
18178,WMC0035594_GSM3496372_AB3088_T,
18179,W691306_GSM3496325_AB2511_Tumo,
18180,WMC0035462_GSM3496372_AB3088_T,
18181,W841664_GSM3496355_AB2910_Tumo,
18182,W694869_GSM3496334_AB2520_Tumo,
18183,W714205_GSM3496341_AB2570_Tumo,
18184,W871970_GSM3496366_AB2989_Tumo,
18185,W689187_GSM3496319_AB2505_Tumo,
18186,WMC292523_GSM3496429_AB4137_Tu,
18187,WMC218964_GSM3496397_AB3937_Tu,
18188,W840258_GSM3496352_AB2907_Tumo,
18189,W687421_GSM3496315_AB2501_Tumo,
18190,W693397_GSM3496330_AB2516_Tumo,
18191,W686957_GSM3496313_AB2499_Tumo,
18192,WMC809439_GSM3496486_AB5492_PB,
18193,WMC0038146_GSM3496379_AB3095_T,
18194,WMC252401_GSM3496412_AB4032_Tu,
18195,WMC625944_GSM3496462_AB5014_Tu,
18196,WMC291195_GSM3496425_AB4133_Tu,
18197,W703617_GSM3496338_AB2543_Tumo,
18198,W842689_GSM3496358_AB2913_Tumo,
18199,W705943_GSM3496339_AB2549_Tumo,
18200,W688952_GSM3496319_AB2505_Tumo,
18201,W845167_GSM3496364_AB2919_Tumo,
18202,WMC135569_GSM3496393_AB3719_Tu,
18203,W543143_GSM3496293_AB2097_Tumo,
18204,W545452_GSM3496299_AB2103_Tumo,
18205,WMC0110211_GSM3496389_AB3282_T,
18206,WMC289456_GSM3496421_AB4129_Tu,
18207,W691640_GSM3496326_AB2512_Tumo,
18208,WMC290954_GSM3496425_AB4133_Tu,
18209,W687296_GSM3496314_AB2500_Tumo,
18210,W840274_GSM3496352_AB2907_Tumo,
18211,W843071_GSM3496359_AB2914_Tumo,
18212,WMC287490_GSM3496416_AB4124_Tu,
18213,W685991_GSM3496311_AB2497_Tumo,
18214,WMC0037862_GSM3496378_AB3094_T,
18215,WMC0032265_GSM3496369_AB3079_T,
18216,WMC287411_GSM3496416_AB4124_Tu,
18217,W839665_GSM3496350_AB2905_Tumo,
18218,W692708_GSM3496328_AB2514_Tumo,
18219,W543865_GSM3496295_AB2099_Tumo,
18220,WMC293935_GSM3496433_AB4141_Tu,
18221,WMC289725_GSM3496422_AB4130_Tu,
18222,W842258_GSM3496357_AB2912_Tumo,
18223,WMC289567_GSM3496421_AB4129_Tu,
18224,WMC287763_GSM3496416_AB4124_Tu,
18225,W685690_GSM3496310_AB2496_Tumo,
18226,W844692_GSM3496363_AB2918_Tumo,
18227,WMC288314_GSM3496418_AB4126_Tu,
18228,WMC0036837_GSM3496375_AB3091_T,
18229,WMC625830_GSM3496462_AB5014_Tu,
18230,W684563_GSM3496307_AB2493_Tumo,
18231,WMC0035971_GSM3496373_AB3089_T,
18232,W845007_GSM3496364_AB2919_Tumo,
18233,W871949_GSM3496366_AB2989_Tumo,
18234,WMC379915_GSM3496452_AB4364_PB,
18235,WMC221380_GSM3496404_AB3944_Tu,
18236,W692622_GSM3496328_AB2514_Tumo,
18237,WMC287401_GSM3496416_AB4124_Tu,
18238,W462019_GSM3496285_AB1889_Tumo,
18239,WMC287210_GSM3496415_AB4123_Tu,
18240,W685168_GSM3496309_AB2495_Tumo,
18241,W691266_GSM3496325_AB2511_Tumo,
18242,W462984_GSM3496286_AB1890_Tumo,
18243,W843908_GSM3496361_AB2916_Tumo,
18244,W462156_GSM3496285_AB1889_Tumo,
18245,WMC784273_GSM3496480_AB5426_PB,
18246,W687087_GSM3496314_AB2500_Tumo,
18247,W844992_GSM3496364_AB2919_Tumo,
18248,WMC809231_GSM3496485_AB5491_PB,
18249,WMC219006_GSM3496397_AB3937_Tu,
18250,W689346_GSM3496320_AB2506_Tumo,
18251,W840008_GSM3496351_AB2906_Tumo,
18252,W693006_GSM3496329_AB2515_Tumo,
18253,W693420_GSM3496330_AB2516_Tumo,
18254,WMC0035550_GSM3496372_AB3088_T,
18255,W688551_GSM3496318_AB2504_Tumo,
18256,WMC294352_GSM3496434_AB4142_Tu,
18257,W707517_GSM3496340_AB2553_Tumo,
18258,WMC292361_GSM3496428_AB4136_Tu,
18259,WMC293970_GSM3496433_AB4141_Tu,
18260,WMC380628_GSM3496454_AB4366_PB,
18261,W690868_GSM3496324_AB2510_Tumo,
18262,W839124_GSM3496349_AB2904_Tumo,
18263,WMC294742_GSM3496435_AB4143_Tu,
18264,W686084_GSM3496311_AB2497_Tumo,
18265,W687242_GSM3496314_AB2500_Tumo,
18266,WMC0036214_GSM3496374_AB3090_T,
18267,W714056_GSM3496341_AB2570_Tumo,
18268,W841359_GSM3496354_AB2909_Tumo,
18269,W841806_GSM3496356_AB2911_Tumo,
18270,WMC222105_GSM3496405_AB3945_Tu,
18271,WMC286896_GSM3496414_AB4122_Tu,
18272,WMC291817_GSM3496427_AB4135_Tu,
18273,WMC290680_GSM3496424_AB4132_Tu,
18274,WMC293890_GSM3496432_AB4140_Tu,
18275,W542913_GSM3496292_AB2096_Tumo,
18276,WMC295050_GSM3496435_AB4143_Tu,
18277,WMC378945_GSM3496450_AB4362_PB,
18278,WMC693521_GSM3496468_AB5190_Tu,
18279,W689715_GSM3496321_AB2507_Tumo,
18280,W715675_GSM3496342_AB2574_Tumo,
18281,W842628_GSM3496358_AB2913_Tumo,
18282,WMC0035692_GSM3496372_AB3088_T,
18283,WMC293177_GSM3496431_AB4139_Tu,
18284,WMC219371_GSM3496398_AB3938_Tu,
18285,W703471_GSM3496337_AB2542_Tumo,
18286,WMC0037353_GSM3496376_AB3092_T,
18287,WMC149471_GSM3496396_AB3755_Tu,
18288,WMC0036517_GSM3496374_AB3090_T,
18289,W838305_GSM3496347_AB2902_Tumo,
18290,WMC378889_GSM3496450_AB4362_PB,
18291,WMC0038750_GSM3496380_AB3096_T,
18292,W545495_GSM3496299_AB2103_Tumo,
18293,WMC294481_GSM3496434_AB4142_Tu,
18294,WMC219043_GSM3496398_AB3938_Tu,
18295,W684610_GSM3496307_AB2493_Tumo,
18296,WMC294674_GSM3496434_AB4142_Tu,
18297,W689636_GSM3496320_AB2506_Tumo,
18298,WMC0031722_GSM3496368_AB3078_T,
18299,WMC286414_GSM3496413_AB4121_Tu,
18300,W702740_GSM3496336_AB2541_Tumo,
18301,WMC251598_GSM3496410_AB4030_Tu,
18302,WMC625984_GSM3496462_AB5014_Tu,
18303,WMC0038563_GSM3496380_AB3096_T,
18304,WMC809056_GSM3496485_AB5491_PB,
18305,W694402_GSM3496333_AB2519_Tumo,
18306,W688076_GSM3496316_AB2502_Tumo,
18307,WMC293623_GSM3496432_AB4140_Tu,
18308,W688153_GSM3496317_AB2503_Tumo,
18309,W688072_GSM3496316_AB2502_Tumo,
18310,WMC626711_GSM3496464_AB5016_Tu,
18311,W686953_GSM3496313_AB2499_Tumo,
18312,W839513_GSM3496350_AB2905_Tumo,
18313,WMC693700_GSM3496469_AB5191_Tu,
18314,W706009_GSM3496339_AB2549_Tumo,
18315,WMC379704_GSM3496452_AB4364_PB,
18316,W694239_GSM3496332_AB2518_Tumo,
18317,WMC0110897_GSM3496391_AB3284_T,
18318,W692809_GSM3496329_AB2515_Tumo,
18319,WMC0035264_GSM3496371_AB3087_T,
18320,WMC221201_GSM3496403_AB3943_Tu,
18321,WMC0035911_GSM3496373_AB3089_T,
18322,W541978_GSM3496290_AB2094_Tumo,
18323,WMC330049_GSM3496442_AB4235_Tu,
18324,W688914_GSM3496319_AB2505_Tumo,
18325,W707573_GSM3496340_AB2553_Tumo,
18326,W689344_GSM3496320_AB2506_Tumo,
18327,WMC809018_GSM3496485_AB5491_PB,
18328,W703309_GSM3496337_AB2542_Tumo,
18329,WMC218835_GSM3496397_AB3937_Tu,
18330,WMC696896_GSM3496477_AB5199_Tu,
18331,W689366_GSM3496320_AB2506_Tumo,
18332,WMC219396_GSM3496398_AB3938_Tu,
18333,WMC221309_GSM3496403_AB3943_Tu,
18334,WMC251971_GSM3496411_AB4031_Tu,
18335,W686308_GSM3496312_AB2498_Tumo,
18336,WMC292804_GSM3496430_AB4138_Tu,
18337,WMC810039_GSM3496488_AB5494_PB,
18338,W692630_GSM3496328_AB2514_Tumo,
18339,W843447_GSM3496360_AB2915_Tumo,
18340,WMC0110324_GSM3496390_AB3283_T,
18341,WMC627238_GSM3496466_AB5018_Tu,
18342,WMC0037354_GSM3496376_AB3092_T,
18343,W842084_GSM3496356_AB2911_Tumo,
18344,WMC138228_GSM3496395_AB3726_Tu,
18345,WMC624728_GSM3496459_AB5011_Tu,
18346,WMC293603_GSM3496432_AB4140_Tu,
18347,W688730_GSM3496318_AB2504_Tumo,
18348,WMC0037958_GSM3496378_AB3094_T,
18349,W692115_GSM3496327_AB2513_Tumo,
18350,WMC810054_GSM3496488_AB5494_PB,
18351,W687431_GSM3496315_AB2501_Tumo,
18352,W462776_GSM3496286_AB1890_Tumo,
18353,W692290_GSM3496327_AB2513_Tumo,
18354,WMC808672_GSM3496484_AB5490_PB,
18355,W694229_GSM3496332_AB2518_Tumo,
18356,W691099_GSM3496324_AB2510_Tumo,
18357,WMC0111051_GSM3496391_AB3284_T,
18358,WMC626806_GSM3496464_AB5016_Tu,
18359,WMC0111039_GSM3496391_AB3284_T,
18360,WMC379723_GSM3496452_AB4364_PB,
18361,WMC290933_GSM3496425_AB4133_Tu,
18362,WMC0032215_GSM3496369_AB3079_T,
18363,WMC288048_GSM3496417_AB4125_Tu,
18364,WMC330483_GSM3496443_AB4236_Tu,
18365,WMC0109577_GSM3496388_AB3281_T,
18366,W544775_GSM3496297_AB2101_Tumo,
18367,W544468_GSM3496296_AB2100_Tumo,
18368,W686193_GSM3496311_AB2497_Tumo,
18369,WMC222418_GSM3496406_AB3946_Tu,
18370,W544127_GSM3496295_AB2099_Tumo,
18371,W685067_GSM3496308_AB2494_Tumo,
18372,W692610_GSM3496328_AB2514_Tumo,
18373,W715419_GSM3496342_AB2574_Tumo,
18374,W541994_GSM3496290_AB2094_Tumo,
18375,WMC294774_GSM3496435_AB4143_Tu,
18376,WMC0110591_GSM3496390_AB3283_T,
18377,W462148_GSM3496285_AB1889_Tumo,
18378,W685892_GSM3496311_AB2497_Tumo,
18379,WMC220217_GSM3496401_AB3941_Tu,
18380,W687321_GSM3496314_AB2500_Tumo,
18381,W691017_GSM3496324_AB2510_Tumo,
18382,W691181_GSM3496324_AB2510_Tumo,
18383,WMC219226_GSM3496398_AB3938_Tu,
18384,WMC0108741_GSM3496385_AB3278_T,
18385,W692826_GSM3496329_AB2515_Tumo,
18386,WMC0107629_GSM3496382_AB3275_T,
18387,WMC219649_GSM3496399_AB3939_Tu,
18388,WMC290258_GSM3496423_AB4131_Tu,
18389,WMC626070_GSM3496462_AB5014_Tu,
18390,WMC251146_GSM3496409_AB4029_Tu,
18391,WMC696184_GSM3496475_AB5197_Tu,
18392,W839702_GSM3496350_AB2905_Tumo,
18393,WMC0110389_GSM3496390_AB3283_T,
18394,WMC0110703_GSM3496390_AB3283_T,
18395,W706010_GSM3496339_AB2549_Tumo,
18396,W703755_GSM3496338_AB2543_Tumo,
18397,WMC0035691_GSM3496372_AB3088_T,
18398,WMC294491_GSM3496434_AB4142_Tu,
18399,WMC0035386_GSM3496371_AB3087_T,
18400,W693082_GSM3496329_AB2515_Tumo,
18401,W714230_GSM3496341_AB2570_Tumo,
18402,WMC0108470_GSM3496385_AB3278_T,
18403,W839775_GSM3496350_AB2905_Tumo,
18404,WMC286562_GSM3496413_AB4121_Tu,
18405,W687447_GSM3496315_AB2501_Tumo,
18406,WMC286336_GSM3496413_AB4121_Tu,
18407,W689704_GSM3496321_AB2507_Tumo,
18408,W691671_GSM3496326_AB2512_Tumo,
18409,W695073_GSM3496335_AB2521_Tumo,
18410,W695144_GSM3496335_AB2521_Tumo,
18411,W842287_GSM3496357_AB2912_Tumo,
18412,W842017_GSM3496356_AB2911_Tumo,
18413,WMC250180_GSM3496407_AB4027_Tu,
18414,WMC288617_GSM3496419_AB4127_Tu,
18415,WMC0108421_GSM3496385_AB3278_T,
18416,WMC287073_GSM3496415_AB4123_Tu,
18417,W844708_GSM3496363_AB2918_Tumo,
18418,WMC624696_GSM3496459_AB5011_Tu,
18419,W462828_GSM3496286_AB1890_Tumo,
18420,W695104_GSM3496335_AB2521_Tumo,
18421,WMC218982_GSM3496397_AB3937_Tu,
18422,WMC330422_GSM3496443_AB4236_Tu,
18423,WMC0036736_GSM3496375_AB3091_T,
18424,WMC251770_GSM3496411_AB4031_Tu,
18425,WMC291525_GSM3496426_AB4134_Tu,
18426,W702839_GSM3496336_AB2541_Tumo,
18427,WMC623490_GSM3496456_AB5008_Tu,
18428,WMC330531_GSM3496443_AB4236_Tu,
18429,WMC286465_GSM3496413_AB4121_Tu,
18430,W695283_GSM3496335_AB2521_Tumo,
18431,WMC287141_GSM3496415_AB4123_Tu,
18432,WMC292311_GSM3496428_AB4136_Tu,
18433,WMC0036478_GSM3496374_AB3090_T,
18434,W692780_GSM3496329_AB2515_Tumo,
18435,W462293_GSM3496285_AB1889_Tumo,
18436,W545342_GSM3496299_AB2103_Tumo,
18437,WMC250298_GSM3496407_AB4027_Tu,
18438,WMC218839_GSM3496397_AB3937_Tu,
18439,WMC379671_GSM3496452_AB4364_PB,
18440,WMC693290_GSM3496468_AB5190_Tu,
18441,WMC293331_GSM3496431_AB4139_Tu,
18442,WMC251116_GSM3496409_AB4029_Tu,
18443,WMC0031671_GSM3496368_AB3078_T,
18444,WMC0031838_GSM3496368_AB3078_T,
18445,W693103_GSM3496329_AB2515_Tumo,
18446,W695094_GSM3496335_AB2521_Tumo,
18447,W703062_GSM3496336_AB2541_Tumo,
18448,W685343_GSM3496309_AB2495_Tumo,
18449,WMC290731_GSM3496424_AB4132_Tu,
18450,WMC0035612_GSM3496372_AB3088_T,
18451,W688197_GSM3496317_AB2503_Tumo,
18452,WMC292669_GSM3496429_AB4137_Tu,
18453,W688200_GSM3496317_AB2503_Tumo,
18454,WMC287039_GSM3496415_AB4123_Tu,
18455,WMC250260_GSM3496407_AB4027_Tu,
18456,W692273_GSM3496327_AB2513_Tumo,
18457,WMC330384_GSM3496442_AB4235_Tu,
18458,WMC287121_GSM3496415_AB4123_Tu,
18459,W872070_GSM3496366_AB2989_Tumo,
18460,W841322_GSM3496354_AB2909_Tumo,
18461,W689548_GSM3496320_AB2506_Tumo,
18462,W687361_GSM3496314_AB2500_Tumo,
18463,WMC291099_GSM3496425_AB4133_Tu,
18464,W691185_GSM3496324_AB2510_Tumo,
18465,W693525_GSM3496331_AB2517_Tumo,
18466,W462738_GSM3496286_AB1890_Tumo,
18467,W691232_GSM3496325_AB2511_Tumo,
18468,WMC287051_GSM3496415_AB4123_Tu,
18469,W686836_GSM3496313_AB2499_Tumo,
18470,WMC625334_GSM3496461_AB5013_Tu,
18471,W463591_GSM3496287_AB1891_Tumo,
18472,WMC625932_GSM3496462_AB5014_Tu,
18473,W692583_GSM3496328_AB2514_Tumo,
18474,WMC0038116_GSM3496378_AB3094_T,
18475,W463672_GSM3496287_AB1891_Tumo,
18476,W543750_GSM3496294_AB2098_Tumo,
18477,WMC783330_GSM3496478_AB5424_PB,
18478,W684531_GSM3496307_AB2493_Tumo,
18479,W693956_GSM3496332_AB2518_Tumo,
18480,WMC328153_GSM3496437_AB4230_Tu,
18481,W462785_GSM3496286_AB1890_Tumo,
18482,WMC380308_GSM3496453_AB4365_PB,
18483,WMC220355_GSM3496401_AB3941_Tu,
18484,WMC0036678_GSM3496375_AB3091_T,
18485,WMC293499_GSM3496431_AB4139_Tu,
18486,WMC626511_GSM3496464_AB5016_Tu,
18487,W843869_GSM3496361_AB2916_Tumo,
18488,W688100_GSM3496316_AB2502_Tumo,
18489,WMC289483_GSM3496421_AB4129_Tu,
18490,W872257_GSM3496367_AB2990_Tumo,
18491,W685755_GSM3496310_AB2496_Tumo,
18492,WMC0035472_GSM3496372_AB3088_T,
18493,W692074_GSM3496327_AB2513_Tumo,
18494,W690442_GSM3496322_AB2508_Tumo,
18495,W844259_GSM3496362_AB2917_Tumo,
18496,WMC0037126_GSM3496376_AB3092_T,
18497,WMC783934_GSM3496480_AB5426_PB,
18498,W693269_GSM3496330_AB2516_Tumo,
18499,WMC0031629_GSM3496368_AB3078_T,
18500,W851689_GSM3496365_AB2936_Tumo,
18501,WMC290229_GSM3496423_AB4131_Tu,
18502,WMC810268_GSM3496488_AB5494_PB,
18503,WMC623518_GSM3496456_AB5008_Tu,
18504,WMC0110111_GSM3496389_AB3282_T,
18505,WMC379487_GSM3496451_AB4363_PB,
18506,WMC0036266_GSM3496374_AB3090_T,
18507,WMC0036270_GSM3496374_AB3090_T,
18508,W689438_GSM3496320_AB2506_Tumo,
18509,W688612_GSM3496318_AB2504_Tumo,
