,Cluster_0,Cluster_1
8717,WMC0037749_GSM3496378_AB3094_T,WMC135036_GSM3496392_AB3718_Tu
8718,W683955_GSM3496306_AB2492_Tumo,WMC0035837_GSM3496373_AB3089_T
8719,W463667_GSM3496287_AB1891_Tumo,W714038_GSM3496341_AB2570_Tumo
8720,WMC288246_GSM3496418_AB4126_Tu,WMC331922_GSM3496446_AB4239_Tu
8721,WMC219902_GSM3496400_AB3940_Tu,W690181_GSM3496322_AB2508_Tumo
8722,WMC287981_GSM3496417_AB4125_Tu,WMC331388_GSM3496445_AB4238_Tu
8723,WMC287139_GSM3496415_AB4123_Tu,WMC0109658_GSM3496388_AB3281_T
8724,W687233_GSM3496314_AB2500_Tumo,WMC809944_GSM3496487_AB5493_PB
8725,WMC624583_GSM3496459_AB5011_Tu,WMC0037614_GSM3496377_AB3093_T
8726,W703136_GSM3496337_AB2542_Tumo,WMC626661_GSM3496464_AB5016_Tu
8727,W871951_GSM3496366_AB2989_Tumo,W694987_GSM3496334_AB2520_Tumo
8728,WMC0036835_GSM3496375_AB3091_T,W690582_GSM3496323_AB2509_Tumo
8729,WMC626309_GSM3496463_AB5015_Tu,WMC0036898_GSM3496375_AB3091_T
8730,WMC626373_GSM3496463_AB5015_Tu,WMC380156_GSM3496453_AB4365_PB
8731,WMC219233_GSM3496398_AB3938_Tu,WMC330787_GSM3496444_AB4237_Tu
8732,WMC287173_GSM3496415_AB4123_Tu,W464650_GSM3496288_AB1892_Tumo
8733,W693157_GSM3496330_AB2516_Tumo,WMC0035794_GSM3496372_AB3088_T
8734,WMC292858_GSM3496430_AB4138_Tu,WMC0109226_GSM3496387_AB3280_T
8735,W542361_GSM3496291_AB2095_Tumo,WMC0038524_GSM3496380_AB3096_T
8736,W839095_GSM3496349_AB2904_Tumo,WMC135308_GSM3496392_AB3718_Tu
8737,WMC624908_GSM3496459_AB5011_Tu,WMC0038374_GSM3496379_AB3095_T
8738,WMC0037701_GSM3496377_AB3093_T,WMC329599_GSM3496440_AB4233_Tu
8739,W837804_GSM3496345_AB2900_Tumo,WMC0038498_GSM3496379_AB3095_T
8740,WMC288209_GSM3496418_AB4126_Tu,W542640_GSM3496292_AB2096_Tumo
8741,WMC624448_GSM3496458_AB5010_Tu,W692693_GSM3496328_AB2514_Tumo
8742,WMC810035_GSM3496488_AB5494_PB,WMC0032314_GSM3496369_AB3079_T
8743,WMC809254_GSM3496486_AB5492_PB,WMC627473_GSM3496466_AB5018_Tu
8744,WMC810284_GSM3496488_AB5494_PB,W707526_GSM3496340_AB2553_Tumo
8745,W695345_GSM3496335_AB2521_Tumo,WMC138303_GSM3496395_AB3726_Tu
8746,WMC251998_GSM3496411_AB4031_Tu,W689402_GSM3496320_AB2506_Tumo
8747,WMC697096_GSM3496477_AB5199_Tu,WMC327745_GSM3496436_AB4229_Tu
8748,WMC810363_GSM3496488_AB5494_PB,W541649_GSM3496289_AB2093_Tumo
8749,WMC219283_GSM3496398_AB3938_Tu,W688676_GSM3496318_AB2504_Tumo
8750,W840088_GSM3496351_AB2906_Tumo,WMC291384_GSM3496426_AB4134_Tu
8751,WMC0110601_GSM3496390_AB3283_T,W685634_GSM3496310_AB2496_Tumo
8752,WMC378806_GSM3496450_AB4362_PB,W837772_GSM3496345_AB2900_Tumo
8753,W687028_GSM3496314_AB2500_Tumo,WMC809505_GSM3496486_AB5492_PB
8754,W690573_GSM3496323_AB2509_Tumo,WMC149279_GSM3496396_AB3755_Tu
8755,WMC218883_GSM3496397_AB3937_Tu,W684849_GSM3496308_AB2494_Tumo
8756,W690712_GSM3496323_AB2509_Tumo,WMC251430_GSM3496410_AB4030_Tu
8757,W693791_GSM3496331_AB2517_Tumo,WMC149329_GSM3496396_AB3755_Tu
8758,W688939_GSM3496319_AB2505_Tumo,WMC252258_GSM3496412_AB4032_Tu
8759,WMC138235_GSM3496395_AB3726_Tu,W841963_GSM3496356_AB2911_Tumo
8760,WMC294401_GSM3496434_AB4142_Tu,WMC329005_GSM3496439_AB4232_Tu
8761,WMC330264_GSM3496442_AB4235_Tu,WMC329946_GSM3496441_AB4234_Tu
8762,W543400_GSM3496294_AB2098_Tumo,W542334_GSM3496291_AB2095_Tumo
8763,W542180_GSM3496290_AB2094_Tumo,WMC331580_GSM3496446_AB4239_Tu
8764,W840460_GSM3496352_AB2907_Tumo,WMC331274_GSM3496445_AB4238_Tu
8765,W693109_GSM3496329_AB2515_Tumo,W693125_GSM3496329_AB2515_Tumo
8766,W844543_GSM3496363_AB2918_Tumo,W845183_GSM3496364_AB2919_Tumo
8767,WMC0032125_GSM3496369_AB3079_T,W851576_GSM3496365_AB2936_Tumo
8768,WMC0034966_GSM3496370_AB3086_T,WMC331563_GSM3496446_AB4239_Tu
8769,W843375_GSM3496360_AB2915_Tumo,W842551_GSM3496358_AB2913_Tumo
8770,WMC294014_GSM3496433_AB4141_Tu,WMC0110327_GSM3496390_AB3283_T
8771,W695035_GSM3496334_AB2520_Tumo,W872320_GSM3496367_AB2990_Tumo
8772,WMC0110360_GSM3496390_AB3283_T,WMC0038669_GSM3496380_AB3096_T
8773,WMC696331_GSM3496475_AB5197_Tu,WMC222395_GSM3496406_AB3946_Tu
8774,WMC293442_GSM3496431_AB4139_Tu,WMC149449_GSM3496396_AB3755_Tu
8775,WMC294897_GSM3496435_AB4143_Tu,W840947_GSM3496353_AB2908_Tumo
8776,W543027_GSM3496293_AB2097_Tumo,W840597_GSM3496353_AB2908_Tumo
8777,W692588_GSM3496328_AB2514_Tumo,W688186_GSM3496317_AB2503_Tumo
8778,W687999_GSM3496316_AB2502_Tumo,W683616_GSM3496305_AB2491_Tumo
8779,WMC783857_GSM3496479_AB5425_PB,WMC625836_GSM3496462_AB5014_Tu
8780,WMC288500_GSM3496418_AB4126_Tu,W707560_GSM3496340_AB2553_Tumo
8781,W694706_GSM3496334_AB2520_Tumo,W542280_GSM3496291_AB2095_Tumo
8782,W683802_GSM3496305_AB2491_Tumo,W685663_GSM3496310_AB2496_Tumo
8783,W464291_GSM3496288_AB1892_Tumo,WMC219286_GSM3496398_AB3938_Tu
8784,W543538_GSM3496294_AB2098_Tumo,WMC626235_GSM3496463_AB5015_Tu
8785,W715443_GSM3496342_AB2574_Tumo,W687936_GSM3496316_AB2502_Tumo
8786,WMC0038592_GSM3496380_AB3096_T,WMC808962_GSM3496485_AB5491_PB
8787,W685479_GSM3496310_AB2496_Tumo,WMC0038309_GSM3496379_AB3095_T
8788,W691095_GSM3496324_AB2510_Tumo,WMC0037219_GSM3496376_AB3092_T
8789,W841755_GSM3496356_AB2911_Tumo,W871960_GSM3496366_AB2989_Tumo
8790,WMC785333_GSM3496483_AB5429_PB,WMC292633_GSM3496429_AB4137_Tu
8791,WMC289583_GSM3496421_AB4129_Tu,WMC0035522_GSM3496372_AB3088_T
8792,WMC808799_GSM3496484_AB5490_PB,W843738_GSM3496361_AB2916_Tumo
8793,W840991_GSM3496354_AB2909_Tumo,W542737_GSM3496292_AB2096_Tumo
8794,W689359_GSM3496320_AB2506_Tumo,W691898_GSM3496326_AB2512_Tumo
8795,WMC379789_GSM3496452_AB4364_PB,WMC329043_GSM3496439_AB4232_Tu
8796,WMC286295_GSM3496413_AB4121_Tu,WMC218983_GSM3496397_AB3937_Tu
8797,WMC0036552_GSM3496374_AB3090_T,WMC293073_GSM3496430_AB4138_Tu
8798,W840691_GSM3496353_AB2908_Tumo,WMC379761_GSM3496452_AB4364_PB
8799,WMC286614_GSM3496413_AB4121_Tu,WMC0037814_GSM3496378_AB3094_T
8800,W687803_GSM3496316_AB2502_Tumo,WMC138180_GSM3496395_AB3726_Tu
8801,WMC135080_GSM3496392_AB3718_Tu,WMC288309_GSM3496418_AB4126_Tu
8802,WMC294421_GSM3496434_AB4142_Tu,WMC329678_GSM3496441_AB4234_Tu
8803,WMC0031652_GSM3496368_AB3078_T,WMC785289_GSM3496483_AB5429_PB
8804,W692763_GSM3496329_AB2515_Tumo,WMC293476_GSM3496431_AB4139_Tu
8805,WMC0037869_GSM3496378_AB3094_T,WMC138154_GSM3496395_AB3726_Tu
8806,WMC0035154_GSM3496371_AB3087_T,W543924_GSM3496295_AB2099_Tumo
8807,W544148_GSM3496296_AB2100_Tumo,W690551_GSM3496323_AB2509_Tumo
8808,WMC0031754_GSM3496368_AB3078_T,WMC149476_GSM3496396_AB3755_Tu
8809,W703635_GSM3496338_AB2543_Tumo,W541743_GSM3496289_AB2093_Tumo
8810,W543319_GSM3496293_AB2097_Tumo,W840727_GSM3496353_AB2908_Tumo
8811,W687969_GSM3496316_AB2502_Tumo,WMC0035464_GSM3496372_AB3088_T
8812,WMC0036252_GSM3496374_AB3090_T,WMC252091_GSM3496412_AB4032_Tu
8813,WMC331840_GSM3496446_AB4239_Tu,W841109_GSM3496354_AB2909_Tumo
8814,W691883_GSM3496326_AB2512_Tumo,WMC138280_GSM3496395_AB3726_Tu
8815,W688311_GSM3496317_AB2503_Tumo,W703215_GSM3496337_AB2542_Tumo
8816,W688757_GSM3496318_AB2504_Tumo,W692132_GSM3496327_AB2513_Tumo
8817,WMC0107131_GSM3496381_AB3274_T,WMC251344_GSM3496410_AB4030_Tu
8818,W843548_GSM3496360_AB2915_Tumo,W692507_GSM3496328_AB2514_Tumo
8819,WMC785322_GSM3496483_AB5429_PB,W851432_GSM3496365_AB2936_Tumo
8820,W703583_GSM3496338_AB2543_Tumo,W842794_GSM3496358_AB2913_Tumo
8821,WMC785023_GSM3496482_AB5428_PB,W703423_GSM3496337_AB2542_Tumo
8822,WMC293105_GSM3496430_AB4138_Tu,W463556_GSM3496287_AB1891_Tumo
8823,WMC287410_GSM3496416_AB4124_Tu,WMC330055_GSM3496442_AB4235_Tu
8824,W842367_GSM3496357_AB2912_Tumo,WMC138085_GSM3496395_AB3726_Tu
8825,WMC695143_GSM3496472_AB5194_Tu,W689137_GSM3496319_AB2505_Tumo
8826,WMC0038629_GSM3496380_AB3096_T,WMC0108615_GSM3496385_AB3278_T
8827,WMC250545_GSM3496408_AB4028_Tu,WMC783821_GSM3496479_AB5425_PB
8828,WMC0031647_GSM3496368_AB3078_T,WMC0036697_GSM3496375_AB3091_T
8829,WMC626425_GSM3496463_AB5015_Tu,WMC0038289_GSM3496379_AB3095_T
8830,WMC286568_GSM3496413_AB4121_Tu,W841077_GSM3496354_AB2909_Tumo
8831,WMC0032305_GSM3496369_AB3079_T,WMC251079_GSM3496409_AB4029_Tu
8832,W689427_GSM3496320_AB2506_Tumo,W845158_GSM3496364_AB2919_Tumo
8833,WMC0036152_GSM3496373_AB3089_T,W693364_GSM3496330_AB2516_Tumo
8834,WMC0110386_GSM3496390_AB3283_T,WMC289851_GSM3496422_AB4130_Tu
8835,W692589_GSM3496328_AB2514_Tumo,WMC624184_GSM3496458_AB5010_Tu
8836,WMC294416_GSM3496434_AB4142_Tu,WMC329741_GSM3496441_AB4234_Tu
8837,W684885_GSM3496308_AB2494_Tumo,WMC251367_GSM3496410_AB4030_Tu
8838,WMC251449_GSM3496410_AB4030_Tu,WMC0038049_GSM3496378_AB3094_T
8839,WMC290041_GSM3496422_AB4130_Tu,WMC291052_GSM3496425_AB4133_Tu
8840,W689724_GSM3496321_AB2507_Tumo,WMC331823_GSM3496446_AB4239_Tu
8841,WMC288219_GSM3496418_AB4126_Tu,W464422_GSM3496288_AB1892_Tumo
8842,W693314_GSM3496330_AB2516_Tumo,W694362_GSM3496333_AB2519_Tumo
8843,W839679_GSM3496350_AB2905_Tumo,W543294_GSM3496293_AB2097_Tumo
8844,WMC623679_GSM3496456_AB5008_Tu,W695280_GSM3496335_AB2521_Tumo
8845,W685821_GSM3496310_AB2496_Tumo,W703038_GSM3496336_AB2541_Tumo
8846,WMC624718_GSM3496459_AB5011_Tu,WMC0035529_GSM3496372_AB3088_T
8847,WMC694656_GSM3496471_AB5193_Tu,WMC0032146_GSM3496369_AB3079_T
8848,W691123_GSM3496324_AB2510_Tumo,WMC0036086_GSM3496373_AB3089_T
8849,W714044_GSM3496341_AB2570_Tumo,W851440_GSM3496365_AB2936_Tumo
8850,WMC379650_GSM3496452_AB4364_PB,W686106_GSM3496311_AB2497_Tumo
8851,WMC0108410_GSM3496385_AB3278_T,W841483_GSM3496355_AB2910_Tumo
8852,WMC808650_GSM3496484_AB5490_PB,W713977_GSM3496341_AB2570_Tumo
8853,WMC288866_GSM3496419_AB4127_Tu,W703504_GSM3496337_AB2542_Tumo
8854,WMC135180_GSM3496392_AB3718_Tu,WMC0038102_GSM3496378_AB3094_T
8855,WMC624611_GSM3496459_AB5011_Tu,WMC0034784_GSM3496370_AB3086_T
8856,W839809_GSM3496350_AB2905_Tumo,W543529_GSM3496294_AB2098_Tumo
8857,WMC289787_GSM3496422_AB4130_Tu,W692756_GSM3496329_AB2515_Tumo
8858,WMC626030_GSM3496462_AB5014_Tu,WMC0034722_GSM3496370_AB3086_T
8859,WMC219007_GSM3496397_AB3937_Tu,WMC0034893_GSM3496370_AB3086_T
8860,W839308_GSM3496349_AB2904_Tumo,WMC219310_GSM3496398_AB3938_Tu
8861,W687367_GSM3496314_AB2500_Tumo,WMC331766_GSM3496446_AB4239_Tu
8862,W684294_GSM3496306_AB2492_Tumo,WMC220244_GSM3496401_AB3941_Tu
8863,W684195_GSM3496306_AB2492_Tumo,WMC288742_GSM3496419_AB4127_Tu
8864,WMC252280_GSM3496412_AB4032_Tu,W689075_GSM3496319_AB2505_Tumo
8865,WMC0036811_GSM3496375_AB3091_T,W684794_GSM3496308_AB2494_Tumo
8866,WMC0032078_GSM3496369_AB3079_T,W542946_GSM3496292_AB2096_Tumo
8867,W838950_GSM3496348_AB2903_Tumo,WMC380523_GSM3496454_AB4366_PB
8868,W690327_GSM3496322_AB2508_Tumo,W543710_GSM3496294_AB2098_Tumo
8869,W691834_GSM3496326_AB2512_Tumo,W685938_GSM3496311_AB2497_Tumo
8870,W844525_GSM3496363_AB2918_Tumo,W685399_GSM3496309_AB2495_Tumo
8871,W872047_GSM3496366_AB2989_Tumo,WMC328855_GSM3496438_AB4231_Tu
8872,WMC624630_GSM3496459_AB5011_Tu,W688851_GSM3496318_AB2504_Tumo
8873,WMC626589_GSM3496464_AB5016_Tu,W714070_GSM3496341_AB2570_Tumo
8874,WMC625854_GSM3496462_AB5014_Tu,W838780_GSM3496348_AB2903_Tumo
8875,W685500_GSM3496310_AB2496_Tumo,WMC696809_GSM3496477_AB5199_Tu
8876,W703125_GSM3496337_AB2542_Tumo,W840640_GSM3496353_AB2908_Tumo
8877,W543093_GSM3496293_AB2097_Tumo,WMC331190_GSM3496445_AB4238_Tu
8878,WMC290397_GSM3496423_AB4131_Tu,WMC293868_GSM3496432_AB4140_Tu
8879,WMC219094_GSM3496398_AB3938_Tu,W841689_GSM3496355_AB2910_Tumo
8880,WMC627537_GSM3496466_AB5018_Tu,WMC0107009_GSM3496381_AB3274_T
8881,WMC0034675_GSM3496370_AB3086_T,W463582_GSM3496287_AB1891_Tumo
8882,WMC220394_GSM3496401_AB3941_Tu,W543250_GSM3496293_AB2097_Tumo
8883,WMC218772_GSM3496397_AB3937_Tu,W689331_GSM3496320_AB2506_Tumo
8884,W690148_GSM3496322_AB2508_Tumo,W714016_GSM3496341_AB2570_Tumo
8885,W544251_GSM3496296_AB2100_Tumo,WMC331526_GSM3496445_AB4238_Tu
8886,WMC0108431_GSM3496385_AB3278_T,W693323_GSM3496330_AB2516_Tumo
8887,W844366_GSM3496362_AB2917_Tumo,WMC293031_GSM3496430_AB4138_Tu
8888,W685565_GSM3496310_AB2496_Tumo,W690142_GSM3496322_AB2508_Tumo
8889,W546216_GSM3496301_AB2105_Tumo,WMC219748_GSM3496399_AB3939_Tu
8890,WMC810308_GSM3496488_AB5494_PB,WMC0037698_GSM3496377_AB3093_T
8891,WMC0036249_GSM3496374_AB3090_T,WMC287061_GSM3496415_AB4123_Tu
8892,WMC379393_GSM3496451_AB4363_PB,WMC291775_GSM3496427_AB4135_Tu
8893,W838298_GSM3496347_AB2902_Tumo,WMC693981_GSM3496469_AB5191_Tu
8894,WMC290109_GSM3496423_AB4131_Tu,WMC328232_GSM3496437_AB4230_Tu
8895,W545126_GSM3496298_AB2102_Tumo,W707480_GSM3496340_AB2553_Tumo
8896,W691012_GSM3496324_AB2510_Tumo,W840789_GSM3496353_AB2908_Tumo
8897,W687039_GSM3496314_AB2500_Tumo,WMC288405_GSM3496418_AB4126_Tu
8898,WMC0037379_GSM3496377_AB3093_T,WMC328089_GSM3496436_AB4229_Tu
8899,WMC0035798_GSM3496372_AB3088_T,WMC808602_GSM3496484_AB5490_PB
8900,W543994_GSM3496295_AB2099_Tumo,WMC0035742_GSM3496372_AB3088_T
8901,W840191_GSM3496351_AB2906_Tumo,WMC0032309_GSM3496369_AB3079_T
8902,WMC0036846_GSM3496375_AB3091_T,W542095_GSM3496290_AB2094_Tumo
8903,WMC291276_GSM3496426_AB4134_Tu,W685217_GSM3496309_AB2495_Tumo
8904,WMC251625_GSM3496410_AB4030_Tu,W841818_GSM3496356_AB2911_Tumo
8905,W693292_GSM3496330_AB2516_Tumo,WMC0111082_GSM3496391_AB3284_T
8906,WMC328308_GSM3496437_AB4230_Tu,WMC329172_GSM3496439_AB4232_Tu
8907,WMC290537_GSM3496424_AB4132_Tu,WMC329509_GSM3496440_AB4233_Tu
8908,WMC0038829_GSM3496380_AB3096_T,WMC0037853_GSM3496378_AB3094_T
8909,W688980_GSM3496319_AB2505_Tumo,W544885_GSM3496297_AB2101_Tumo
8910,W542554_GSM3496291_AB2095_Tumo,W841511_GSM3496355_AB2910_Tumo
8911,WMC0037802_GSM3496378_AB3094_T,WMC328426_GSM3496437_AB4230_Tu
8912,W703537_GSM3496338_AB2543_Tumo,W840464_GSM3496352_AB2907_Tumo
8913,W839684_GSM3496350_AB2905_Tumo,W872371_GSM3496367_AB2990_Tumo
8914,WMC252134_GSM3496412_AB4032_Tu,WMC0034874_GSM3496370_AB3086_T
8915,WMC627369_GSM3496466_AB5018_Tu,WMC624117_GSM3496457_AB5009_Tu
8916,W687668_GSM3496315_AB2501_Tumo,W695068_GSM3496335_AB2521_Tumo
8917,W840379_GSM3496352_AB2907_Tumo,W692703_GSM3496328_AB2514_Tumo
8918,W685013_GSM3496308_AB2494_Tumo,W714066_GSM3496341_AB2570_Tumo
8919,WMC627546_GSM3496466_AB5018_Tu,WMC0107807_GSM3496383_AB3276_T
8920,WMC0035856_GSM3496373_AB3089_T,W464448_GSM3496288_AB1892_Tumo
8921,W545726_GSM3496300_AB2104_Tumo,W689076_GSM3496319_AB2505_Tumo
8922,WMC0038253_GSM3496379_AB3095_T,WMC0032368_GSM3496369_AB3079_T
8923,WMC808719_GSM3496484_AB5490_PB,WMC0109253_GSM3496387_AB3280_T
8924,WMC294317_GSM3496434_AB4142_Tu,W463564_GSM3496287_AB1891_Tumo
8925,W702764_GSM3496336_AB2541_Tumo,WMC331931_GSM3496446_AB4239_Tu
8926,WMC808757_GSM3496484_AB5490_PB,W693299_GSM3496330_AB2516_Tumo
8927,WMC0032290_GSM3496369_AB3079_T,W694092_GSM3496332_AB2518_Tumo
8928,WMC0036930_GSM3496375_AB3091_T,W872180_GSM3496367_AB2990_Tumo
8929,W843028_GSM3496359_AB2914_Tumo,WMC289848_GSM3496422_AB4130_Tu
8930,W872151_GSM3496367_AB2990_Tumo,W692314_GSM3496327_AB2513_Tumo
8931,W691000_GSM3496324_AB2510_Tumo,WMC625031_GSM3496460_AB5012_Tu
8932,W703405_GSM3496337_AB2542_Tumo,WMC379821_GSM3496452_AB4364_PB
8933,WMC292933_GSM3496430_AB4138_Tu,WMC251381_GSM3496410_AB4030_Tu
8934,WMC0036465_GSM3496374_AB3090_T,W463831_GSM3496287_AB1891_Tumo
8935,WMC626487_GSM3496464_AB5016_Tu,W690690_GSM3496323_AB2509_Tumo
8936,W542675_GSM3496292_AB2096_Tumo,W688199_GSM3496317_AB2503_Tumo
8937,WMC220468_GSM3496401_AB3941_Tu,W689740_GSM3496321_AB2507_Tumo
8938,WMC286707_GSM3496414_AB4122_Tu,WMC287868_GSM3496417_AB4125_Tu
8939,W691091_GSM3496324_AB2510_Tumo,WMC0035111_GSM3496371_AB3087_T
8940,W685510_GSM3496310_AB2496_Tumo,WMC287402_GSM3496416_AB4124_Tu
8941,WMC0036933_GSM3496375_AB3091_T,W841793_GSM3496356_AB2911_Tumo
8942,W707630_GSM3496340_AB2553_Tumo,WMC292690_GSM3496429_AB4137_Tu
8943,WMC291312_GSM3496426_AB4134_Tu,W541766_GSM3496289_AB2093_Tumo
8944,WMC627670_GSM3496467_AB5019_Tu,WMC331711_GSM3496446_AB4239_Tu
8945,WMC0038508_GSM3496379_AB3095_T,WMC290074_GSM3496422_AB4130_Tu
8946,WMC380309_GSM3496453_AB4365_PB,W694160_GSM3496332_AB2518_Tumo
8947,W689758_GSM3496321_AB2507_Tumo,W692026_GSM3496327_AB2513_Tumo
8948,WMC0106979_GSM3496381_AB3274_T,W543107_GSM3496293_AB2097_Tumo
8949,WMC294703_GSM3496435_AB4143_Tu,WMC0035293_GSM3496371_AB3087_T
8950,WMC0036189_GSM3496373_AB3089_T,WMC219265_GSM3496398_AB3938_Tu
8951,W841207_GSM3496354_AB2909_Tumo,WMC137689_GSM3496394_AB3725_Tu
8952,WMC0035508_GSM3496372_AB3088_T,W541973_GSM3496290_AB2094_Tumo
8953,W688781_GSM3496318_AB2504_Tumo,WMC0035202_GSM3496371_AB3087_T
8954,W685858_GSM3496311_AB2497_Tumo,WMC222118_GSM3496406_AB3946_Tu
8955,WMC293416_GSM3496431_AB4139_Tu,WMC809834_GSM3496487_AB5493_PB
8956,WMC380451_GSM3496454_AB4366_PB,WMC329231_GSM3496439_AB4232_Tu
8957,WMC785365_GSM3496483_AB5429_PB,WMC809909_GSM3496487_AB5493_PB
8958,W541923_GSM3496290_AB2094_Tumo,W872008_GSM3496366_AB2989_Tumo
8959,WMC251450_GSM3496410_AB4030_Tu,WMC287993_GSM3496417_AB4125_Tu
8960,WMC626404_GSM3496463_AB5015_Tu,WMC220260_GSM3496401_AB3941_Tu
8961,W695407_GSM3496335_AB2521_Tumo,WMC329058_GSM3496439_AB4232_Tu
8962,WMC0038582_GSM3496380_AB3096_T,WMC293122_GSM3496430_AB4138_Tu
8963,W838820_GSM3496348_AB2903_Tumo,W844238_GSM3496362_AB2917_Tumo
8964,WMC149405_GSM3496396_AB3755_Tu,W691880_GSM3496326_AB2512_Tumo
8965,WMC293179_GSM3496431_AB4139_Tu,WMC0038569_GSM3496380_AB3096_T
8966,WMC250228_GSM3496407_AB4027_Tu,WMC0107106_GSM3496381_AB3274_T
8967,WMC294332_GSM3496434_AB4142_Tu,WMC330748_GSM3496443_AB4236_Tu
8968,W542987_GSM3496292_AB2096_Tumo,W844729_GSM3496363_AB2918_Tumo
8969,W703672_GSM3496338_AB2543_Tumo,W691864_GSM3496326_AB2512_Tumo
8970,W543854_GSM3496295_AB2099_Tumo,WMC288473_GSM3496418_AB4126_Tu
8971,WMC290977_GSM3496425_AB4133_Tu,WMC331363_GSM3496445_AB4238_Tu
8972,W687986_GSM3496316_AB2502_Tumo,WMC222299_GSM3496406_AB3946_Tu
8973,W687408_GSM3496315_AB2501_Tumo,W464287_GSM3496288_AB1892_Tumo
8974,W844208_GSM3496362_AB2917_Tumo,WMC328093_GSM3496436_AB4229_Tu
8975,W687870_GSM3496316_AB2502_Tumo,W842619_GSM3496358_AB2913_Tumo
8976,W688691_GSM3496318_AB2504_Tumo,WMC0037169_GSM3496376_AB3092_T
8977,W688602_GSM3496318_AB2504_Tumo,W838393_GSM3496347_AB2902_Tumo
8978,WMC0038566_GSM3496380_AB3096_T,WMC809010_GSM3496485_AB5491_PB
8979,W714233_GSM3496341_AB2570_Tumo,W689848_GSM3496321_AB2507_Tumo
8980,W462303_GSM3496285_AB1889_Tumo,W703083_GSM3496336_AB2541_Tumo
8981,W703804_GSM3496338_AB2543_Tumo,WMC149322_GSM3496396_AB3755_Tu
8982,WMC251501_GSM3496410_AB4030_Tu,WMC331770_GSM3496446_AB4239_Tu
8983,WMC251702_GSM3496411_AB4031_Tu,W464460_GSM3496288_AB1892_Tumo
8984,WMC289756_GSM3496422_AB4130_Tu,WMC808909_GSM3496485_AB5491_PB
8985,WMC251261_GSM3496409_AB4029_Tu,W707423_GSM3496340_AB2553_Tumo
8986,WMC292954_GSM3496430_AB4138_Tu,W464631_GSM3496288_AB1892_Tumo
8987,WMC220797_GSM3496402_AB3942_Tu,W692403_GSM3496328_AB2514_Tumo
8988,WMC626399_GSM3496463_AB5015_Tu,W872328_GSM3496367_AB2990_Tumo
8989,WMC808728_GSM3496484_AB5490_PB,WMC330954_GSM3496444_AB4237_Tu
8990,W695127_GSM3496335_AB2521_Tumo,WMC0107428_GSM3496382_AB3275_T
8991,W703726_GSM3496338_AB2543_Tumo,W841679_GSM3496355_AB2910_Tumo
8992,W703444_GSM3496337_AB2542_Tumo,W684126_GSM3496306_AB2492_Tumo
8993,WMC222158_GSM3496406_AB3946_Tu,WMC293417_GSM3496431_AB4139_Tu
8994,WMC625266_GSM3496460_AB5012_Tu,WMC809093_GSM3496485_AB5491_PB
8995,W689924_GSM3496321_AB2507_Tumo,W705936_GSM3496339_AB2549_Tumo
8996,W707532_GSM3496340_AB2553_Tumo,WMC149286_GSM3496396_AB3755_Tu
8997,W842184_GSM3496357_AB2912_Tumo,WMC0034878_GSM3496370_AB3086_T
8998,WMC219389_GSM3496398_AB3938_Tu,W838306_GSM3496347_AB2902_Tumo
8999,WMC0038625_GSM3496380_AB3096_T,W694015_GSM3496332_AB2518_Tumo
9000,W693454_GSM3496330_AB2516_Tumo,WMC784315_GSM3496481_AB5427_PB
9001,W544260_GSM3496296_AB2100_Tumo,WMC219543_GSM3496399_AB3939_Tu
9002,WMC380775_GSM3496455_AB4367_PB,W839279_GSM3496349_AB2904_Tumo
9003,WMC287169_GSM3496415_AB4123_Tu,W544575_GSM3496297_AB2101_Tumo
9004,W690056_GSM3496321_AB2507_Tumo,WMC222279_GSM3496406_AB3946_Tu
9005,WMC293437_GSM3496431_AB4139_Tu,W689837_GSM3496321_AB2507_Tumo
9006,WMC0110771_GSM3496391_AB3284_T,WMC149361_GSM3496396_AB3755_Tu
9007,WMC220918_GSM3496402_AB3942_Tu,W690856_GSM3496324_AB2510_Tumo
9008,WMC378740_GSM3496449_AB4361_PB,W871775_GSM3496366_AB2989_Tumo
9009,WMC379967_GSM3496453_AB4365_PB,W872036_GSM3496366_AB2989_Tumo
9010,WMC0036862_GSM3496375_AB3091_T,WMC0037831_GSM3496378_AB3094_T
9011,WMC380037_GSM3496453_AB4365_PB,WMC0037375_GSM3496377_AB3093_T
9012,W685182_GSM3496309_AB2495_Tumo,W841132_GSM3496354_AB2909_Tumo
9013,WMC292528_GSM3496429_AB4137_Tu,W694969_GSM3496334_AB2520_Tumo
9014,WMC377688_GSM3496447_AB4359_PB,W703644_GSM3496338_AB2543_Tumo
9015,W684783_GSM3496308_AB2494_Tumo,WMC626519_GSM3496464_AB5016_Tu
9016,WMC292713_GSM3496429_AB4137_Tu,W872261_GSM3496367_AB2990_Tumo
9017,W685431_GSM3496309_AB2495_Tumo,W693936_GSM3496332_AB2518_Tumo
9018,WMC289573_GSM3496421_AB4129_Tu,WMC0037332_GSM3496376_AB3092_T
9019,WMC624593_GSM3496459_AB5011_Tu,WMC149232_GSM3496396_AB3755_Tu
9020,WMC0035538_GSM3496372_AB3088_T,W872295_GSM3496367_AB2990_Tumo
9021,WMC0038655_GSM3496380_AB3096_T,W843998_GSM3496361_AB2916_Tumo
9022,WMC625701_GSM3496462_AB5014_Tu,WMC331672_GSM3496446_AB4239_Tu
