,orig.ident,nCount_RNA,nFeature_RNA,RNA_snn_res.1,seurat_clusters,assign.ident,assign.score,Amp_batch,source,patient,assign.CIBERSORT,assign.curated,assign.level3_anno,assign.level1_anno
W694901_GSM3496334_AB2520_Tumo,0,1430.0,509,1,1,CD8Tex,4.089338694095589,49,1,24,CD8Tex,CD8Tex,CD8Tex,0
WMC625622_GSM3496461_AB5013_Tu,0,5383.0,1263,4,4,Mono/Macro,5.045165456293893,176,1,22,Mono/Macro,Mono/Macro,Monocyte,0
W692819_GSM3496329_AB2515_Tumo,0,1706.0,639,6,6,CD8Tex,3.0350785138802134,44,1,24,CD8Tex,CD8Tex,CD8Tex,0
W543416_GSM3496294_AB2098_Tumo,0,4774.0,1991,11,11,pDC,2.9395231999772227,9,1,2,pDC,DC,DC,0
WMC329037_GSM3496439_AB4232_Tu,0,3129.0,1266,5,5,Mono/Macro,3.5403363819401705,154,1,26,Mono/Macro,Mono/Macro,M1,0
WMC221009_GSM3496403_AB3943_Tu,0,1424.0,552,0,0,CD8Tex,3.0066744286892493,118,1,1,CD8Tex,CD8Tex,CD8Tex,0
W687728_GSM3496315_AB2501_Tumo,0,1564.0,616,2,2,B,4.4137903050582095,30,1,6,B,B,B,0
W693996_GSM3496332_AB2518_Tumo,0,3696.0,1078,10,10,TMKI67,3.9990709402858386,47,1,24,TMKI67,TMKI67,TMKI67,0
WMC379963_GSM3496453_AB4365_PB,0,5162.0,1503,4,4,Mono/Macro,5.045165456293893,168,0,5,Mono/Macro,Mono/Macro,Monocyte,0
W686884_GSM3496313_AB2499_Tumo,0,2051.0,740,3,3,CD4Tconv,1.0945560605446019,28,1,6,CD4Tconv,CD4Tconv,CD4Tnaive,0
W690993_GSM3496324_AB2510_Tumo,0,1447.0,583,1,1,CD8Tex,4.089338694095589,39,1,24,CD8Tex,CD8Tex,CD8Tex,0
W694569_GSM3496333_AB2519_Tumo,0,1927.0,861,6,6,CD8Tex,3.0350785138802134,48,1,24,CD8Tex,CD8Tex,CD8Tex,0
WMC0031908_GSM3496368_AB3078_T,0,1750.0,735,8,8,CD8Tex,2.3728707457939557,83,1,29,CD8Tex,CD8Tex,CD8Tex,0
WMC809257_GSM3496486_AB5492_PB,0,2457.0,886,4,4,Mono/Macro,5.045165456293893,201,0,21,Mono/Macro,Mono/Macro,Monocyte,0
W713922_GSM3496341_AB2570_Tumo,0,3959.0,1122,11,11,pDC,2.9395231999772227,56,1,4,pDC,DC,DC,0
W839490_GSM3496350_AB2905_Tumo,0,1436.0,527,3,3,CD4Tconv,1.0945560605446019,65,1,8,CD4Tconv,CD4Tconv,CD4Tnaive,0
W839791_GSM3496350_AB2905_Tumo,0,1588.0,634,0,0,CD8Tex,3.0066744286892493,65,1,8,CD8Tex,CD8Tex,CD8Tex,0
W543518_GSM3496294_AB2098_Tumo,0,997.0,527,2,2,B,4.4137903050582095,9,1,2,B,B,B,0
W695097_GSM3496335_AB2521_Tumo,0,1190.0,625,6,6,CD8Tex,3.0350785138802134,50,1,24,CD8Tex,CD8Tex,CD8Tex,0
WMC0032284_GSM3496369_AB3079_T,0,1252.0,651,8,8,CD8Tex,2.3728707457939557,84,1,29,CD8Tex,CD8Tex,CD8Tex,0
WMC0036563_GSM3496374_AB3090_T,0,2514.0,1060,7,7,Mono/Macro,4.5137206227938425,89,1,29,Mono/Macro,Mono/Macro,Monocyte,0
W690065_GSM3496322_AB2508_Tumo,0,1327.0,522,8,8,CD8Tex,2.3728707457939557,37,1,24,CD8Tex,CD8Tex,CD8Tex,0
W691152_GSM3496324_AB2510_Tumo,0,1974.0,895,1,1,CD8Tex,4.089338694095589,39,1,24,CD8Tex,CD8Tex,CD8Tex,0
W542696_GSM3496292_AB2096_Tumo,0,2178.0,1019,8,8,CD8Tex,2.3728707457939557,7,1,14,CD8Tex,CD8Tex,CD8Tex,0
WMC251980_GSM3496411_AB4031_Tu,0,2697.0,798,14,14,CD8T,1.0823108009977958,126,1,18,CD8T,CD8Tex,CD8Tex,0
WMC0031843_GSM3496368_AB3078_T,0,3875.0,1491,9,9,TMKI67,2.1419943291597425,83,1,29,TMKI67,TMKI67,TMKI67,0
WMC0035275_GSM3496371_AB3087_T,0,26069.0,4726,10,10,TMKI67,3.9990709402858386,86,1,29,TMKI67,TMKI67,TMKI67,0
WMC137895_GSM3496394_AB3725_Tu,0,5609.0,1425,18,18,Mono/Macro,1.7507389384025052,109,1,16,Mono/Macro,Mono/Macro,Monocyte,0
WMC250362_GSM3496407_AB4027_Tu,0,1811.0,660,0,0,CD8Tex,3.0066744286892493,122,1,18,CD8Tex,CD8Tex,CD8Tex,0
W690787_GSM3496323_AB2509_Tumo,0,2226.0,837,2,2,B,4.4137903050582095,38,1,24,B,B,B,0
W695142_GSM3496335_AB2521_Tumo,0,2347.0,831,0,0,CD8Tex,3.0066744286892493,50,1,24,CD8Tex,CD8Tex,CD8Tex,0
WMC293714_GSM3496432_AB4140_Tu,0,1824.0,675,11,11,pDC,2.9395231999772227,147,1,17,pDC,DC,DC,0
WMC696820_GSM3496477_AB5199_Tu,0,1803.0,579,0,0,CD8Tex,3.0066744286892493,192,1,23,CD8Tex,CD8Tex,CD8Tex,0
WMC294868_GSM3496435_AB4143_Tu,0,1931.0,702,3,3,CD4Tconv,1.0945560605446019,150,1,17,CD4Tconv,CD4Tconv,CD4Tnaive,0
W689881_GSM3496321_AB2507_Tumo,0,1682.0,718,0,0,CD8Tex,3.0066744286892493,36,1,24,CD8Tex,CD8Tex,CD8Tex,0
W695045_GSM3496334_AB2520_Tumo,0,3640.0,1388,10,10,TMKI67,3.9990709402858386,49,1,24,TMKI67,TMKI67,TMKI67,0
WMC809136_GSM3496485_AB5491_PB,0,1892.0,611,4,4,Mono/Macro,5.045165456293893,200,0,21,Mono/Macro,Mono/Macro,Monocyte,0
W693402_GSM3496330_AB2516_Tumo,0,4389.0,1381,9,9,TMKI67,2.1419943291597425,45,1,24,TMKI67,TMKI67,TMKI67,0
W705845_GSM3496339_AB2549_Tumo,0,4253.0,1357,2,2,B,4.4137903050582095,54,1,6,B,B,B,0
WMC624633_GSM3496459_AB5011_Tu,0,2737.0,1056,1,1,CD8Tex,4.089338694095589,174,1,22,CD8Tex,CD8Tex,CD8Tex,0
WMC251361_GSM3496410_AB4030_Tu,0,2761.0,998,4,4,Mono/Macro,5.045165456293893,125,1,18,Mono/Macro,Mono/Macro,Monocyte,0
W695084_GSM3496335_AB2521_Tumo,0,1781.0,621,9,9,TMKI67,2.1419943291597425,50,1,24,TMKI67,TMKI67,TMKI67,0
WMC293129_GSM3496430_AB4138_Tu,0,7889.0,1061,12,12,Plasma,2.8827375079550275,145,1,17,Plasma,Plasma,Plasma,0
W843500_GSM3496360_AB2915_Tumo,0,1994.0,785,8,8,CD8Tex,2.3728707457939557,75,1,12,CD8Tex,CD8Tex,CD8Tex,0
WMC287018_GSM3496415_AB4123_Tu,0,2893.0,1076,9,9,TMKI67,2.1419943291597425,130,1,25,TMKI67,TMKI67,TMKI67,0
WMC808806_GSM3496484_AB5490_PB,0,1739.0,542,3,3,CD4Tconv,1.0945560605446019,199,0,21,CD4Tconv,CD4Tconv,CD4Tnaive,0
WMC293505_GSM3496431_AB4139_Tu,0,13560.0,1500,12,12,Plasma,2.8827375079550275,146,1,17,Plasma,Plasma,Plasma,0
WMC0032322_GSM3496369_AB3079_T,0,8955.0,1179,12,12,Plasma,2.8827375079550275,84,1,29,Plasma,Plasma,Plasma,0
W685374_GSM3496309_AB2495_Tumo,0,2509.0,672,2,2,B,4.4137903050582095,24,1,6,B,B,B,0
WMC286454_GSM3496413_AB4121_Tu,0,3389.0,1034,1,1,CD8Tex,4.089338694095589,128,1,25,CD8Tex,CD8Tex,CD8Tex,0
WMC0035428_GSM3496371_AB3087_T,0,3476.0,1081,9,9,TMKI67,2.1419943291597425,86,1,29,TMKI67,TMKI67,TMKI67,0
WMC251392_GSM3496410_AB4030_Tu,0,2086.0,678,2,2,B,4.4137903050582095,125,1,18,B,B,B,0
WMC0038241_GSM3496379_AB3095_T,0,2828.0,1250,7,7,Mono/Macro,4.5137206227938425,94,1,29,Mono/Macro,Mono/Macro,Monocyte,0
WMC785077_GSM3496483_AB5429_PB,0,2727.0,696,3,3,CD4Tconv,1.0945560605446019,198,0,9,CD4Tconv,CD4Tconv,CD4Tnaive,0
W684952_GSM3496308_AB2494_Tumo,0,2025.0,602,2,2,B,4.4137903050582095,23,1,6,B,B,B,0
W841055_GSM3496354_AB2909_Tumo,0,1530.0,540,7,7,Mono/Macro,4.5137206227938425,69,1,28,Mono/Macro,Mono/Macro,Monocyte,0
WMC624857_GSM3496459_AB5011_Tu,0,2164.0,808,1,1,CD8Tex,4.089338694095589,174,1,22,CD8Tex,CD8Tex,CD8Tex,0
WMC250154_GSM3496407_AB4027_Tu,0,1840.0,706,1,1,CD8Tex,4.089338694095589,122,1,18,CD8Tex,CD8Tex,CD8Tex,0
WMC294642_GSM3496434_AB4142_Tu,0,2581.0,988,2,2,B,4.4137903050582095,149,1,17,B,B,B,0
WMC0037622_GSM3496377_AB3093_T,0,3535.0,1366,11,11,pDC,2.9395231999772227,92,1,29,pDC,DC,DC,0
WMC331621_GSM3496446_AB4239_Tu,0,4049.0,1519,5,5,Mono/Macro,3.5403363819401705,161,1,26,Mono/Macro,Mono/Macro,M1,0
W703717_GSM3496338_AB2543_Tumo,0,1614.0,672,3,3,CD4Tconv,1.0945560605446019,53,1,3,CD4Tconv,CD4Tconv,CD4Tnaive,0
W692836_GSM3496329_AB2515_Tumo,0,1937.0,675,8,8,CD8Tex,2.3728707457939557,44,1,24,CD8Tex,CD8Tex,CD8Tex,0
W689581_GSM3496320_AB2506_Tumo,0,1518.0,631,6,6,CD8Tex,3.0350785138802134,35,1,24,CD8Tex,CD8Tex,CD8Tex,0
WMC0037310_GSM3496376_AB3092_T,0,1685.0,722,2,2,B,4.4137903050582095,91,1,29,B,B,B,0
WMC222012_GSM3496405_AB3945_Tu,0,3661.0,1077,1,1,CD8Tex,4.089338694095589,120,1,1,CD8Tex,CD8Tex,CD8Tex,0
W688359_GSM3496317_AB2503_Tumo,0,1924.0,673,3,3,CD4Tconv,1.0945560605446019,32,1,6,CD4Tconv,CD4Tconv,CD4Tnaive,0
W692216_GSM3496327_AB2513_Tumo,0,1782.0,740,5,5,Mono/Macro,3.5403363819401705,42,1,24,Mono/Macro,Mono/Macro,M1,0
WMC287381_GSM3496415_AB4123_Tu,0,1273.0,568,8,8,CD8Tex,2.3728707457939557,130,1,25,CD8Tex,CD8Tex,CD8Tex,0
W464518_GSM3496288_AB1892_Tumo,0,3712.0,1466,5,5,Mono/Macro,3.5403363819401705,3,1,14,Mono/Macro,Mono/Macro,M1,0
WMC286786_GSM3496414_AB4122_Tu,0,1320.0,544,3,3,CD4Tconv,1.0945560605446019,129,1,25,CD4Tconv,CD4Tconv,CD4Tnaive,0
WMC785368_GSM3496483_AB5429_PB,0,1517.0,519,0,0,CD8Tex,3.0066744286892493,198,0,9,CD8Tex,CD8Tex,CD8Tex,0
W706180_GSM3496339_AB2549_Tumo,0,2842.0,885,2,2,B,4.4137903050582095,54,1,6,B,B,B,0
WMC0037120_GSM3496376_AB3092_T,0,3798.0,1527,7,7,Mono/Macro,4.5137206227938425,91,1,29,Mono/Macro,Mono/Macro,Monocyte,0
W844131_GSM3496362_AB2917_Tumo,0,1905.0,707,6,6,CD8Tex,3.0350785138802134,77,1,12,CD8Tex,CD8Tex,CD8Tex,0
WMC0110662_GSM3496390_AB3283_T,0,2115.0,716,0,0,CD8Tex,3.0066744286892493,105,1,13,CD8Tex,CD8Tex,CD8Tex,0
WMC623397_GSM3496456_AB5008_Tu,0,1759.0,753,0,0,CD8Tex,3.0066744286892493,171,1,22,CD8Tex,CD8Tex,CD8Tex,0
WMC328056_GSM3496436_AB4229_Tu,0,1431.0,594,6,6,CD8Tex,3.0350785138802134,151,1,26,CD8Tex,CD8Tex,CD8Tex,0
WMC0035216_GSM3496371_AB3087_T,0,5505.0,2027,10,10,TMKI67,3.9990709402858386,86,1,29,TMKI67,TMKI67,TMKI67,0
W546261_GSM3496301_AB2105_Tumo,0,1038.0,520,0,0,CD8Tex,3.0066744286892493,16,1,14,CD8Tex,CD8Tex,CD8Tex,0
W843564_GSM3496360_AB2915_Tumo,0,2933.0,1089,6,6,CD8Tex,3.0350785138802134,75,1,12,CD8Tex,CD8Tex,CD8Tex,0
W871911_GSM3496366_AB2989_Tumo,0,4321.0,1215,11,11,pDC,2.9395231999772227,81,1,12,pDC,DC,DC,0
WMC220433_GSM3496401_AB3941_Tu,0,5455.0,1989,19,19,Fibroblasts,0.7993594823534205,116,1,20,Fibroblasts,Fibroblasts,Fibroblasts,1
WMC0032331_GSM3496369_AB3079_T,0,2207.0,806,2,2,B,4.4137903050582095,84,1,29,B,B,B,0
W692549_GSM3496328_AB2514_Tumo,0,1233.0,512,0,0,CD8Tex,3.0066744286892493,43,1,24,CD8Tex,CD8Tex,CD8Tex,0
W684167_GSM3496306_AB2492_Tumo,0,1652.0,644,6,6,CD8Tex,3.0350785138802134,21,1,6,CD8Tex,CD8Tex,CD8Tex,0
WMC219001_GSM3496397_AB3937_Tu,0,4211.0,1765,16,16,Fibroblasts,0.5163241565316956,112,1,19,Fibroblasts,Fibroblasts,Fibroblasts,1
W872051_GSM3496366_AB2989_Tumo,0,4144.0,1281,11,11,pDC,2.9395231999772227,81,1,12,pDC,DC,DC,0
W691732_GSM3496326_AB2512_Tumo,0,1869.0,726,1,1,CD8Tex,4.089338694095589,41,1,24,CD8Tex,CD8Tex,CD8Tex,0
W684410_GSM3496307_AB2493_Tumo,0,1589.0,580,3,3,CD4Tconv,1.0945560605446019,22,1,6,CD4Tconv,CD4Tconv,CD4Tnaive,0
W544722_GSM3496297_AB2101_Tumo,0,1288.0,683,3,3,CD4Tconv,1.0945560605446019,12,1,2,CD4Tconv,CD4Tconv,CD4Tnaive,0
WMC291211_GSM3496425_AB4133_Tu,0,3583.0,1533,9,9,TMKI67,2.1419943291597425,140,1,25,TMKI67,TMKI67,TMKI67,0
WMC251623_GSM3496410_AB4030_Tu,0,1482.0,555,1,1,CD8Tex,4.089338694095589,125,1,18,CD8Tex,CD8Tex,CD8Tex,0
WMC219156_GSM3496398_AB3938_Tu,0,7452.0,2248,16,16,Fibroblasts,0.5163241565316956,113,1,19,Fibroblasts,Fibroblasts,Fibroblasts,1
W685033_GSM3496308_AB2494_Tumo,0,8419.0,1945,11,11,pDC,2.9395231999772227,23,1,6,pDC,DC,DC,0
W690297_GSM3496322_AB2508_Tumo,0,1892.0,750,6,6,CD8Tex,3.0350785138802134,37,1,24,CD8Tex,CD8Tex,CD8Tex,0
WMC149264_GSM3496396_AB3755_Tu,0,5773.0,1493,17,17,Fibroblasts,0.911109777825356,111,1,16,Fibroblasts,Fibroblasts,Fibroblasts,1
WMC291121_GSM3496425_AB4133_Tu,0,1683.0,621,2,2,B,4.4137903050582095,140,1,25,B,B,B,0
W692593_GSM3496328_AB2514_Tumo,0,1944.0,653,8,8,CD8Tex,2.3728707457939557,43,1,24,CD8Tex,CD8Tex,CD8Tex,0
W695137_GSM3496335_AB2521_Tumo,0,1610.0,718,14,14,CD8T,1.0823108009977958,50,1,24,CD8T,CD8Tex,CD8Tex,0
WMC292906_GSM3496430_AB4138_Tu,0,6859.0,1229,12,12,Plasma,2.8827375079550275,145,1,17,Plasma,Plasma,Plasma,0
W841135_GSM3496354_AB2909_Tumo,0,14752.0,1682,12,12,Plasma,2.8827375079550275,69,1,28,Plasma,Plasma,Plasma,0
WMC135299_GSM3496392_AB3718_Tu,0,3975.0,936,11,11,pDC,2.9395231999772227,107,1,15,pDC,DC,DC,0
WMC331584_GSM3496446_AB4239_Tu,0,4031.0,1447,5,5,Mono/Macro,3.5403363819401705,161,1,26,Mono/Macro,Mono/Macro,M1,0
W542239_GSM3496291_AB2095_Tumo,0,6076.0,1916,4,4,Mono/Macro,5.045165456293893,6,1,14,Mono/Macro,Mono/Macro,Monocyte,0
W703369_GSM3496337_AB2542_Tumo,0,2123.0,903,6,6,CD8Tex,3.0350785138802134,52,1,4,CD8Tex,CD8Tex,CD8Tex,0
WMC380841_GSM3496455_AB4367_PB,0,2118.0,710,4,4,Mono/Macro,5.045165456293893,170,0,5,Mono/Macro,Mono/Macro,Monocyte,0
W683747_GSM3496305_AB2491_Tumo,0,2136.0,831,0,0,CD8Tex,3.0066744286892493,20,1,6,CD8Tex,CD8Tex,CD8Tex,0
W693555_GSM3496331_AB2517_Tumo,0,2647.0,917,4,4,Mono/Macro,5.045165456293893,46,1,24,Mono/Macro,Mono/Macro,Monocyte,0
WMC294521_GSM3496434_AB4142_Tu,0,5254.0,1782,5,5,Mono/Macro,3.5403363819401705,149,1,17,Mono/Macro,Mono/Macro,M1,0
WMC379841_GSM3496452_AB4364_PB,0,1364.0,548,4,4,Mono/Macro,5.045165456293893,167,0,5,Mono/Macro,Mono/Macro,Monocyte,0
WMC251468_GSM3496410_AB4030_Tu,0,2217.0,816,2,2,B,4.4137903050582095,125,1,18,B,B,B,0
WMC381019_GSM3496455_AB4367_PB,0,2401.0,764,4,4,Mono/Macro,5.045165456293893,170,0,5,Mono/Macro,Mono/Macro,Monocyte,0
WMC329072_GSM3496439_AB4232_Tu,0,3893.0,1502,5,5,Mono/Macro,3.5403363819401705,154,1,26,Mono/Macro,Mono/Macro,M1,0
W840558_GSM3496352_AB2907_Tumo,0,2174.0,813,6,6,CD8Tex,3.0350785138802134,67,1,28,CD8Tex,CD8Tex,CD8Tex,0
W840963_GSM3496353_AB2908_Tumo,0,6289.0,1215,12,12,Plasma,2.8827375079550275,68,1,28,Plasma,Plasma,Plasma,0
WMC0110030_GSM3496389_AB3282_T,0,1485.0,603,0,0,CD8Tex,3.0066744286892493,104,1,13,CD8Tex,CD8Tex,CD8Tex,0
W694967_GSM3496334_AB2520_Tumo,0,1267.0,517,0,0,CD8Tex,3.0066744286892493,49,1,24,CD8Tex,CD8Tex,CD8Tex,0
WMC0109334_GSM3496387_AB3280_T,0,2392.0,712,10,10,TMKI67,3.9990709402858386,102,1,13,TMKI67,TMKI67,TMKI67,0
WMC330456_GSM3496443_AB4236_Tu,0,3501.0,1059,6,6,CD8Tex,3.0350785138802134,158,1,26,CD8Tex,CD8Tex,CD8Tex,0
WMC0032241_GSM3496369_AB3079_T,0,1542.0,725,8,8,CD8Tex,2.3728707457939557,84,1,29,CD8Tex,CD8Tex,CD8Tex,0
W839200_GSM3496349_AB2904_Tumo,0,1526.0,557,3,3,CD4Tconv,1.0945560605446019,64,1,8,CD4Tconv,CD4Tconv,CD4Tnaive,0
WMC0038151_GSM3496379_AB3095_T,0,1121.0,527,8,8,CD8Tex,2.3728707457939557,94,1,29,CD8Tex,CD8Tex,CD8Tex,0
WMC331410_GSM3496445_AB4238_Tu,0,1903.0,894,5,5,Mono/Macro,3.5403363819401705,160,1,26,Mono/Macro,Mono/Macro,M1,0
W843633_GSM3496360_AB2915_Tumo,0,2691.0,865,6,6,CD8Tex,3.0350785138802134,75,1,12,CD8Tex,CD8Tex,CD8Tex,0
WMC331323_GSM3496445_AB4238_Tu,0,1593.0,758,5,5,Mono/Macro,3.5403363819401705,160,1,26,Mono/Macro,Mono/Macro,M1,0
WMC379257_GSM3496451_AB4363_PB,0,2045.0,644,3,3,CD4Tconv,1.0945560605446019,166,0,5,CD4Tconv,CD4Tconv,CD4Tnaive,0
WMC380484_GSM3496454_AB4366_PB,0,1400.0,502,0,0,CD8Tex,3.0066744286892493,169,0,5,CD8Tex,CD8Tex,CD8Tex,0
WMC149210_GSM3496396_AB3755_Tu,0,2998.0,757,17,17,Fibroblasts,0.911109777825356,111,1,16,Fibroblasts,Fibroblasts,Fibroblasts,1
WMC221135_GSM3496403_AB3943_Tu,0,1326.0,513,1,1,CD8Tex,4.089338694095589,118,1,1,CD8Tex,CD8Tex,CD8Tex,0
WMC218917_GSM3496397_AB3937_Tu,0,5630.0,2156,16,16,Fibroblasts,0.5163241565316956,112,1,19,Fibroblasts,Fibroblasts,Fibroblasts,1
WMC327787_GSM3496436_AB4229_Tu,0,2575.0,819,1,1,CD8Tex,4.089338694095589,151,1,26,CD8Tex,CD8Tex,CD8Tex,0
WMC328764_GSM3496438_AB4231_Tu,0,2050.0,759,1,1,CD8Tex,4.089338694095589,153,1,26,CD8Tex,CD8Tex,CD8Tex,0
W684899_GSM3496308_AB2494_Tumo,0,2539.0,707,2,2,B,4.4137903050582095,23,1,6,B,B,B,0
WMC329147_GSM3496439_AB4232_Tu,0,3048.0,1400,5,5,Mono/Macro,3.5403363819401705,154,1,26,Mono/Macro,Mono/Macro,M1,0
WMC329297_GSM3496440_AB4233_Tu,0,2137.0,839,5,5,Mono/Macro,3.5403363819401705,155,1,26,Mono/Macro,Mono/Macro,M1,0
WMC287405_GSM3496416_AB4124_Tu,0,1776.0,706,0,0,CD8Tex,3.0066744286892493,131,1,25,CD8Tex,CD8Tex,CD8Tex,0
WMC251456_GSM3496410_AB4030_Tu,0,1319.0,637,13,13,B,1.9443252866230427,125,1,18,B,pDC,pDC,0
WMC626583_GSM3496464_AB5016_Tu,0,1509.0,585,0,0,CD8Tex,3.0066744286892493,179,1,22,CD8Tex,CD8Tex,CD8Tex,0
W689647_GSM3496320_AB2506_Tumo,0,3999.0,946,0,0,CD8Tex,3.0066744286892493,35,1,24,CD8Tex,CD8Tex,CD8Tex,0
WMC626395_GSM3496463_AB5015_Tu,0,1747.0,726,0,0,CD8Tex,3.0066744286892493,178,1,22,CD8Tex,CD8Tex,CD8Tex,0
WMC0037851_GSM3496378_AB3094_T,0,2277.0,1008,3,3,CD4Tconv,1.0945560605446019,93,1,29,CD4Tconv,CD4Tconv,CD4Tnaive,0
WMC251177_GSM3496409_AB4029_Tu,0,2704.0,1001,4,4,Mono/Macro,5.045165456293893,124,1,18,Mono/Macro,Mono/Macro,Monocyte,0
WMC292676_GSM3496429_AB4137_Tu,0,1647.0,690,0,0,CD8Tex,3.0066744286892493,144,1,17,CD8Tex,CD8Tex,CD8Tex,0
WMC0035342_GSM3496371_AB3087_T,0,2298.0,994,1,1,CD8Tex,4.089338694095589,86,1,29,CD8Tex,CD8Tex,CD8Tex,0
WMC623481_GSM3496456_AB5008_Tu,0,4277.0,1319,10,10,TMKI67,3.9990709402858386,171,1,22,TMKI67,TMKI67,TMKI67,0
WMC626772_GSM3496464_AB5016_Tu,0,2320.0,892,1,1,CD8Tex,4.089338694095589,179,1,22,CD8Tex,CD8Tex,CD8Tex,0
WMC809646_GSM3496487_AB5493_PB,0,2886.0,708,4,4,Mono/Macro,5.045165456293893,202,0,21,Mono/Macro,Mono/Macro,Monocyte,0
WMC0031706_GSM3496368_AB3078_T,0,1234.0,609,3,3,CD4Tconv,1.0945560605446019,83,1,29,CD4Tconv,CD4Tconv,CD4Tnaive,0
WMC331401_GSM3496445_AB4238_Tu,0,2570.0,1080,5,5,Mono/Macro,3.5403363819401705,160,1,26,Mono/Macro,Mono/Macro,M1,0
W702931_GSM3496336_AB2541_Tumo,0,2137.0,989,6,6,CD8Tex,3.0350785138802134,51,1,4,CD8Tex,CD8Tex,CD8Tex,0
W542905_GSM3496292_AB2096_Tumo,0,1071.0,527,11,11,pDC,2.9395231999772227,7,1,14,pDC,DC,DC,0
W691813_GSM3496326_AB2512_Tumo,0,9242.0,1293,12,12,Plasma,2.8827375079550275,41,1,24,Plasma,Plasma,Plasma,0
WMC252402_GSM3496412_AB4032_Tu,0,1666.0,632,0,0,CD8Tex,3.0066744286892493,127,1,18,CD8Tex,CD8Tex,CD8Tex,0
W687203_GSM3496314_AB2500_Tumo,0,1887.0,568,2,2,B,4.4137903050582095,29,1,6,B,B,B,0
W685152_GSM3496309_AB2495_Tumo,0,14090.0,1843,15,15,Plasma,2.2459200087458866,24,1,6,Plasma,Plasma,Plasma,0
WMC289038_GSM3496420_AB4128_Tu,0,1344.0,571,2,2,B,4.4137903050582095,135,1,25,B,B,B,0
WMC138087_GSM3496395_AB3726_Tu,0,5243.0,1765,17,17,Fibroblasts,0.911109777825356,110,1,16,Fibroblasts,Fibroblasts,Fibroblasts,1
WMC625582_GSM3496461_AB5013_Tu,0,1312.0,507,1,1,CD8Tex,4.089338694095589,176,1,22,CD8Tex,CD8Tex,CD8Tex,0
WMC0035851_GSM3496373_AB3089_T,0,3861.0,1273,9,9,TMKI67,2.1419943291597425,88,1,29,TMKI67,TMKI67,TMKI67,0
W703033_GSM3496336_AB2541_Tumo,0,2403.0,1072,1,1,CD8Tex,4.089338694095589,51,1,4,CD8Tex,CD8Tex,CD8Tex,0
WMC0036490_GSM3496374_AB3090_T,0,6216.0,1364,12,12,Plasma,2.8827375079550275,89,1,29,Plasma,Plasma,Plasma,0
WMC0031732_GSM3496368_AB3078_T,0,1147.0,543,8,8,CD8Tex,2.3728707457939557,83,1,29,CD8Tex,CD8Tex,CD8Tex,0
WMC250184_GSM3496407_AB4027_Tu,0,1347.0,522,1,1,CD8Tex,4.089338694095589,122,1,18,CD8Tex,CD8Tex,CD8Tex,0
WMC290324_GSM3496423_AB4131_Tu,0,2181.0,932,0,0,CD8Tex,3.0066744286892493,138,1,25,CD8Tex,CD8Tex,CD8Tex,0
W871962_GSM3496366_AB2989_Tumo,0,6433.0,2202,5,5,Mono/Macro,3.5403363819401705,81,1,12,Mono/Macro,Mono/Macro,M1,0
W462994_GSM3496286_AB1890_Tumo,0,1575.0,714,9,9,TMKI67,2.1419943291597425,1,1,14,TMKI67,TMKI67,TMKI67,0
WMC378976_GSM3496450_AB4362_PB,0,1891.0,569,14,14,CD8T,1.0823108009977958,165,0,5,CD8T,CD8Tex,CD8Tex,0
WMC293005_GSM3496430_AB4138_Tu,0,5208.0,807,12,12,Plasma,2.8827375079550275,145,1,17,Plasma,Plasma,Plasma,0
WMC218716_GSM3496397_AB3937_Tu,0,4689.0,1604,16,16,Fibroblasts,0.5163241565316956,112,1,19,Fibroblasts,Fibroblasts,Fibroblasts,1
WMC220646_GSM3496402_AB3942_Tu,0,1550.0,576,1,1,CD8Tex,4.089338694095589,117,1,1,CD8Tex,CD8Tex,CD8Tex,0
WMC251117_GSM3496409_AB4029_Tu,0,1631.0,640,2,2,B,4.4137903050582095,124,1,18,B,B,B,0
WMC627554_GSM3496466_AB5018_Tu,0,1181.0,528,1,1,CD8Tex,4.089338694095589,181,1,22,CD8Tex,CD8Tex,CD8Tex,0
W685016_GSM3496308_AB2494_Tumo,0,1604.0,579,2,2,B,4.4137903050582095,23,1,6,B,B,B,0
WMC0107461_GSM3496382_AB3275_T,0,1745.0,501,2,2,B,4.4137903050582095,97,1,0,B,B,B,0
W844503_GSM3496363_AB2918_Tumo,0,1693.0,710,0,0,CD8Tex,3.0066744286892493,78,1,12,CD8Tex,CD8Tex,CD8Tex,0
WMC0037122_GSM3496376_AB3092_T,0,1899.0,780,5,5,Mono/Macro,3.5403363819401705,91,1,29,Mono/Macro,Mono/Macro,M1,0
WMC625186_GSM3496460_AB5012_Tu,0,1678.0,624,4,4,Mono/Macro,5.045165456293893,175,1,22,Mono/Macro,Mono/Macro,Monocyte,0
WMC0107939_GSM3496383_AB3276_T,0,2019.0,625,2,2,B,4.4137903050582095,98,1,0,B,B,B,0
WMC292351_GSM3496428_AB4136_Tu,0,2153.0,920,8,8,CD8Tex,2.3728707457939557,143,1,17,CD8Tex,CD8Tex,CD8Tex,0
WMC292745_GSM3496429_AB4137_Tu,0,1848.0,670,0,0,CD8Tex,3.0066744286892493,144,1,17,CD8Tex,CD8Tex,CD8Tex,0
WMC252107_GSM3496412_AB4032_Tu,0,2596.0,854,11,11,pDC,2.9395231999772227,127,1,18,pDC,DC,DC,0
